service_id,service_date,month,city,service_center,vehicle_model,vehicle_age_years,mileage_km,service_type,complaint_category,warranty_status,parts_cost_inr,labor_cost_inr,total_bill_inr,turnaround_hours,customer_rating,repeat_visit_30d,technician_experience_years,payment_mode
SRV-00152,2025-07-08,Jul,Mumbai,Navi Mumbai Workshop,Polo,7.6,115035,Repair,Air Conditioning,Out of Warranty,10060,6590,19650,9.9,4.2,No,6,Cash
SRV-00153,2025-10-29,Oct,Nashik,College Road Auto Care,Virtus,3.5,42457,Scheduled Maintenance,General Service,Under Warranty,1210,1580,3290,1.0,4.7,No,11,Cash
SRV-00154,2025-01-07,Jan,Pune,Hadapsar Workshop,Virtus,3.3,45038,Scheduled Maintenance,General Service,Out of Warranty,4140,2120,7390,1.7,4.7,No,11,Cash
SRV-00155,2025-02-13,Feb,Nagpur,Wardha Road Auto Care,Virtus,2.3,28067,Repair,Air Conditioning,Out of Warranty,15230,3960,22640,9.7,4.9,No,12,UPI
SRV-00156,2025-03-01,Mar,Nagpur,Hingna Service Hub,Virtus,3.9,36520,Scheduled Maintenance,Engine,Under Warranty,2680,1740,5220,8.8,4.4,No,8,Credit Card
SRV-00157,2025-04-25,Apr,Nashik,College Road Auto Care,Vento,8.5,128196,Inspection,Brakes,Out of Warranty,1660,1740,4010,5.2,5.0,No,4,UPI
SRV-00158,2025-08-28,Aug,Pune,Wakad Service Hub,Virtus,3.2,37623,Inspection,General Service,Out of Warranty,1600,1880,4110,3.5,4.9,No,3,UPI
SRV-00159,2025-06-26,Jun,Mumbai,Andheri Service Hub,Taigun,1.6,33322,Repair,General Service,Under Warranty,2910,2590,6490,10.8,3.5,Yes,4,UPI
SRV-00160,2025-07-10,Jul,Mumbai,Andheri Service Hub,Vento,7.2,94517,Scheduled Maintenance,General Service,Out of Warranty,6270,2200,9990,4.1,4.4,No,15,Credit Card
SRV-00161,2025-06-14,Jun,Pune,Hadapsar Workshop,Tiguan,4.4,61202,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,6000,2790,10370,11.4,5.0,No,3,Cash
SRV-00162,2025-01-09,Jan,Nagpur,Wardha Road Auto Care,Polo,6.7,73543,Repair,Electrical,Out of Warranty,8860,5620,17090,16.7,4.5,No,18,Credit Card
SRV-00163,2025-05-23,May,Pune,Wakad Service Hub,Polo,0.6,4216,Scheduled Maintenance,General Service,Under Warranty,1360,1360,3210,3.7,4.8,No,9,Cash
SRV-00164,2025-07-07,Jul,Pune,Baner Auto Care,Polo,4.7,44554,Repair,Engine,Out of Warranty,10500,5870,19320,15.7,4.4,No,9,Net Banking
SRV-00165,2025-07-13,Jul,Nashik,College Road Auto Care,Virtus,6.8,70756,Scheduled Maintenance,General Service,Out of Warranty,4930,2250,8470,3.7,4.5,No,14,Cash
SRV-00166,2025-05-29,May,Mumbai,Thane Auto Care,Taigun,2.6,35493,Scheduled Maintenance,Electrical,Under Warranty,1480,1930,4020,9.4,4.5,No,12,Cash
SRV-00167,2025-10-14,Oct,Pune,Hadapsar Workshop,Virtus,5.4,58964,Scheduled Maintenance,General Service,Out of Warranty,4500,2540,8310,5.2,4.3,No,1,UPI
SRV-00168,2025-10-12,Oct,Pune,Wakad Service Hub,Vento,10.1,122726,Scheduled Maintenance,General Service,Out of Warranty,3540,2930,7630,3.0,4.6,No,6,UPI
SRV-00169,2025-11-15,Nov,Nashik,Ambad Service Hub,Virtus,0.7,11570,Scheduled Maintenance,General Service,Under Warranty,1250,2100,3950,3.3,4.4,No,8,Debit Card
SRV-00170,2025-06-10,Jun,Nagpur,Hingna Service Hub,Virtus,6.9,60699,Scheduled Maintenance,Engine,Out of Warranty,12340,2420,17420,9.0,4.9,No,5,UPI
SRV-00171,2025-06-23,Jun,Nagpur,Wardha Road Auto Care,Tiguan,3.0,17259,Repair,General Service,Under Warranty,3380,3320,7910,8.6,4.7,No,5,Debit Card
SRV-00172,2025-09-18,Sep,Nashik,Ambad Service Hub,Vento,7.7,97851,Inspection,Brakes,Out of Warranty,1290,1920,3790,3.0,4.9,No,5,UPI
SRV-00173,2025-06-02,Jun,Pune,Wakad Service Hub,Taigun,3.1,29213,Repair,Tyres/Suspension,Under Warranty,4950,4530,11190,15.8,4.3,No,5,UPI
SRV-00174,2025-03-15,Mar,Pune,Hadapsar Workshop,Virtus,3.6,38375,Emergency,Engine,Under Warranty,10640,3610,16820,24.1,3.0,Yes,2,Cash
SRV-00175,2025-05-25,May,Nagpur,Wardha Road Auto Care,Polo,8.9,132410,Scheduled Maintenance,General Service,Under Warranty,880,2400,3870,7.0,4.5,No,3,Cash
SRV-00176,2025-05-22,May,Mumbai,Andheri Service Hub,Tiguan,4.5,38635,Scheduled Maintenance,General Service,Out of Warranty,5610,2150,9160,2.7,4.4,No,9,Debit Card
SRV-00177,2025-06-08,Jun,Pune,Baner Auto Care,Polo,7.8,100149,Emergency,Electrical,Out of Warranty,14800,6380,24990,22.3,4.4,No,4,Debit Card
SRV-00178,2025-08-21,Aug,Nashik,Ambad Service Hub,Taigun,2.8,35304,Scheduled Maintenance,Electrical,Under Warranty,1900,1220,3680,6.9,4.5,No,14,Credit Card
SRV-00179,2025-02-04,Feb,Pune,Baner Auto Care,Polo,6.3,90428,Repair,Engine,Out of Warranty,11810,4100,18770,20.9,4.5,No,3,Cash
SRV-00180,2025-07-04,Jul,Mumbai,Navi Mumbai Workshop,Vento,8.0,101075,Scheduled Maintenance,General Service,Out of Warranty,2720,2320,5950,2.4,4.3,No,8,UPI
SRV-00181,2025-10-11,Oct,Pune,Hadapsar Workshop,Tiguan,1.3,24826,Inspection,Air Conditioning,Under Warranty,660,920,1860,6.9,5.0,No,5,UPI
SRV-00182,2025-08-01,Aug,Mumbai,Thane Auto Care,Polo,9.0,113978,Repair,Brakes,Out of Warranty,7630,3880,13580,13.2,4.1,No,12,UPI
SRV-00183,2025-12-03,Dec,Pune,Hadapsar Workshop,Polo,5.2,77524,Recall,Tyres/Suspension,Out of Warranty,1280,920,2600,11.0,4.6,No,10,UPI
SRV-00184,2025-06-24,Jun,Nagpur,Wardha Road Auto Care,Virtus,4.9,71308,Repair,Engine,Out of Warranty,15420,6590,25970,16.6,4.3,No,5,UPI
SRV-00185,2025-07-06,Jul,Nagpur,Hingna Service Hub,Polo,0.3,4098,Inspection,Brakes,Under Warranty,280,780,1250,7.4,4.4,No,5,Credit Card
SRV-00186,2025-07-18,Jul,Nashik,College Road Auto Care,Vento,4.5,58643,Scheduled Maintenance,General Service,Out of Warranty,3060,2680,6770,2.5,4.9,No,5,Credit Card
SRV-00187,2025-06-19,Jun,Nagpur,Hingna Service Hub,Taigun,5.0,94581,Emergency,Brakes,Under Warranty,5510,4570,11890,21.1,4.5,No,3,Net Banking
SRV-00188,2025-01-08,Jan,Nagpur,Wardha Road Auto Care,Polo,2.2,29103,Scheduled Maintenance,Air Conditioning,Under Warranty,1130,1360,2940,6.1,4.1,No,8,Debit Card
SRV-00189,2025-02-16,Feb,Pune,Baner Auto Care,Vento,3.6,30631,Scheduled Maintenance,Air Conditioning,Out of Warranty,4690,2450,8430,9.9,4.6,No,2,Net Banking
SRV-00190,2025-10-23,Oct,Mumbai,Thane Auto Care,Tiguan,2.8,27015,Scheduled Maintenance,General Service,Under Warranty,1680,1150,3340,3.8,4.8,No,6,Debit Card
SRV-00191,2025-05-30,May,Nashik,College Road Auto Care,Taigun,3.2,40957,Inspection,Tyres/Suspension,Out of Warranty,2790,1480,5040,4.6,4.7,No,7,Debit Card
SRV-00192,2025-08-13,Aug,Pune,Wakad Service Hub,Tiguan,2.4,30279,Scheduled Maintenance,Engine,Under Warranty,2920,1660,5400,9.1,4.1,No,1,Credit Card
SRV-00193,2025-09-06,Sep,Nashik,College Road Auto Care,Virtus,4.1,38325,Repair,Engine,Out of Warranty,18510,5710,28580,21.4,4.1,No,3,Debit Card
SRV-00194,2025-09-01,Sep,Mumbai,Thane Auto Care,Virtus,3.9,67307,Inspection,Tyres/Suspension,Out of Warranty,1340,1870,3790,3.6,4.7,No,5,Cash
SRV-00195,2025-02-17,Feb,Mumbai,Thane Auto Care,Taigun,5.3,60427,Repair,General Service,Under Warranty,5060,3500,10100,16.1,4.4,No,2,UPI
SRV-00196,2025-11-22,Nov,Nagpur,Wardha Road Auto Care,Vento,3.0,32592,Recall,General Service,Out of Warranty,510,1020,1810,8.2,4.2,No,12,Net Banking
SRV-00197,2025-08-14,Aug,Nashik,College Road Auto Care,Taigun,2.3,40917,Inspection,Air Conditioning,Under Warranty,500,970,1730,1.0,4.7,No,9,Credit Card
SRV-00198,2025-10-14,Oct,Nashik,Ambad Service Hub,Polo,5.8,79586,Inspection,Tyres/Suspension,Out of Warranty,1430,1930,3960,6.3,4.9,No,6,UPI
SRV-00199,2025-01-15,Jan,Nagpur,Wardha Road Auto Care,Tiguan,5.0,62726,Scheduled Maintenance,General Service,Under Warranty,1390,1150,3000,1.9,4.9,No,4,UPI
SRV-00200,2025-08-01,Aug,Mumbai,Navi Mumbai Workshop,Virtus,5.7,79499,Recall,Electrical,Out of Warranty,1270,1220,2940,8.7,4.5,No,9,UPI
SRV-00201,2025-02-22,Feb,Mumbai,Navi Mumbai Workshop,Taigun,1.8,26170,Scheduled Maintenance,Electrical,Under Warranty,2040,1210,3840,10.8,4.1,No,5,Credit Card
SRV-00202,2025-04-13,Apr,Pune,Hadapsar Workshop,Vento,7.7,115880,Scheduled Maintenance,General Service,Out of Warranty,2180,2790,5860,5.3,4.3,No,6,Credit Card
SRV-00203,2025-03-11,Mar,Mumbai,Andheri Service Hub,Virtus,7.1,73345,Repair,Air Conditioning,Out of Warranty,14520,4830,22830,19.7,4.0,No,12,Credit Card
SRV-00204,2025-03-24,Mar,Pune,Wakad Service Hub,Tiguan,7.4,99311,Repair,Engine,Out of Warranty,17720,4690,26440,17.9,4.3,No,6,UPI
SRV-00205,2025-08-31,Aug,Pune,Hadapsar Workshop,Polo,5.7,72388,Inspection,Air Conditioning,Out of Warranty,1030,2210,3820,4.8,5.0,No,16,Credit Card
SRV-00206,2025-08-18,Aug,Nagpur,Wardha Road Auto Care,Taigun,5.7,66900,Scheduled Maintenance,Brakes,Out of Warranty,3700,3240,8190,5.4,4.8,No,4,Debit Card
SRV-00207,2025-10-25,Oct,Pune,Baner Auto Care,Vento,7.3,100154,Inspection,General Service,Out of Warranty,1150,1790,3470,1.0,4.4,No,7,UPI
SRV-00208,2025-04-09,Apr,Nagpur,Hingna Service Hub,Polo,1.4,27801,Scheduled Maintenance,General Service,Out of Warranty,3700,2300,7080,2.6,4.8,No,6,Cash
SRV-00209,2025-10-12,Oct,Nashik,Ambad Service Hub,Polo,6.2,41723,Emergency,Tyres/Suspension,Out of Warranty,13240,6690,23520,21.8,3.9,No,5,UPI
SRV-00210,2025-01-26,Jan,Mumbai,Andheri Service Hub,Virtus,2.7,42323,Scheduled Maintenance,General Service,Under Warranty,1410,1560,3500,6.2,4.9,No,3,Debit Card
SRV-00211,2025-07-27,Jul,Mumbai,Andheri Service Hub,Polo,8.0,107463,Scheduled Maintenance,Brakes,Out of Warranty,3970,2420,7540,11.0,4.4,No,5,UPI
SRV-00212,2025-12-20,Dec,Mumbai,Thane Auto Care,Virtus,2.5,29293,Repair,Electrical,Under Warranty,5630,2750,9890,16.1,4.3,No,4,Debit Card
SRV-00213,2025-09-16,Sep,Pune,Wakad Service Hub,Taigun,3.8,53268,Repair,Engine,Out of Warranty,15780,3750,23050,18.9,4.6,No,9,Net Banking
SRV-00214,2025-05-09,May,Pune,Baner Auto Care,Virtus,3.9,27420,Scheduled Maintenance,General Service,Out of Warranty,6070,2190,9750,2.8,4.6,No,5,Debit Card
SRV-00215,2025-06-09,Jun,Pune,Hadapsar Workshop,Tiguan,1.9,28712,Scheduled Maintenance,Brakes,Under Warranty,1090,1210,2710,6.0,4.8,No,7,UPI
SRV-00216,2025-10-24,Oct,Mumbai,Navi Mumbai Workshop,Taigun,2.4,27275,Repair,Air Conditioning,Under Warranty,4000,2750,7960,12.8,4.7,No,10,Debit Card
SRV-00217,2025-06-15,Jun,Nagpur,Hingna Service Hub,Taigun,2.9,41619,Repair,Air Conditioning,Under Warranty,2920,2850,6810,16.6,4.3,No,5,UPI
SRV-00218,2025-08-13,Aug,Pune,Baner Auto Care,Polo,7.9,76984,Scheduled Maintenance,Air Conditioning,Out of Warranty,3760,2830,7780,4.2,4.4,No,3,UPI
SRV-00219,2025-08-07,Aug,Nagpur,Wardha Road Auto Care,Polo,7.2,100032,Inspection,General Service,Out of Warranty,910,1500,2840,3.1,4.8,No,2,Credit Card
SRV-00220,2025-03-18,Mar,Pune,Wakad Service Hub,Polo,6.5,64901,Scheduled Maintenance,General Service,Out of Warranty,2510,2860,6340,1.0,5.0,No,2,Net Banking
SRV-00221,2025-06-22,Jun,Pune,Wakad Service Hub,Vento,5.8,67567,Scheduled Maintenance,General Service,Out of Warranty,6160,2300,9980,2.6,4.7,No,2,UPI
SRV-00222,2025-08-09,Aug,Pune,Wakad Service Hub,Tiguan,3.5,40703,Scheduled Maintenance,General Service,Under Warranty,1250,1220,2910,7.6,5.0,No,2,Debit Card
SRV-00223,2025-08-19,Aug,Nagpur,Hingna Service Hub,Taigun,6.0,75471,Scheduled Maintenance,General Service,Out of Warranty,5280,1770,8320,2.4,4.5,No,11,Credit Card
SRV-00224,2025-04-20,Apr,Pune,Wakad Service Hub,Taigun,0.1,9936,Repair,Brakes,Out of Warranty,12150,4150,19230,11.9,4.2,No,12,UPI
SRV-00225,2025-08-07,Aug,Nashik,Ambad Service Hub,Vento,10.8,119818,Repair,Electrical,Out of Warranty,11990,5270,20370,11.7,4.3,No,9,UPI
SRV-00226,2025-04-09,Apr,Pune,Hadapsar Workshop,Taigun,1.2,12215,Scheduled Maintenance,General Service,Under Warranty,910,1450,2780,6.0,5.0,No,5,Debit Card
SRV-00227,2025-11-14,Nov,Nashik,Ambad Service Hub,Taigun,5.4,74745,Inspection,Electrical,Out of Warranty,2170,1660,4520,5.7,4.8,No,5,Credit Card
SRV-00228,2025-11-29,Nov,Mumbai,Andheri Service Hub,Tiguan,5.6,69877,Recall,General Service,Out of Warranty,1040,1700,3230,6.4,4.6,No,8,Credit Card
SRV-00229,2025-01-04,Jan,Nagpur,Wardha Road Auto Care,Virtus,2.9,33289,Scheduled Maintenance,General Service,Under Warranty,1110,1600,3200,6.0,4.6,No,5,Credit Card
SRV-00230,2025-07-23,Jul,Pune,Baner Auto Care,Tiguan,6.5,68391,Repair,Engine,Out of Warranty,12510,4910,20560,17.6,4.7,No,5,Net Banking
SRV-00231,2025-09-10,Sep,Pune,Hadapsar Workshop,Virtus,2.2,40996,Repair,Tyres/Suspension,Under Warranty,3210,2630,6890,17.0,4.3,No,6,UPI
SRV-00232,2025-07-08,Jul,Nashik,Ambad Service Hub,Taigun,4.8,63836,Scheduled Maintenance,Air Conditioning,Under Warranty,1900,980,3400,7.6,4.7,No,15,UPI
SRV-00233,2025-01-17,Jan,Pune,Baner Auto Care,Virtus,2.0,39060,Repair,Engine,Under Warranty,6280,3240,11230,16.8,4.2,No,9,UPI
SRV-00234,2025-11-22,Nov,Pune,Baner Auto Care,Taigun,3.1,28507,Inspection,Electrical,Under Warranty,1260,1080,2760,5.5,4.1,No,7,Credit Card
SRV-00235,2025-09-13,Sep,Nagpur,Hingna Service Hub,Polo,10.2,130071,Scheduled Maintenance,General Service,Out of Warranty,3610,2180,6830,1.0,4.3,No,12,Cash
SRV-00236,2025-04-16,Apr,Nashik,College Road Auto Care,Taigun,4.2,67309,Inspection,Tyres/Suspension,Out of Warranty,1570,1840,4020,6.2,4.5,No,4,Debit Card
SRV-00237,2025-01-31,Jan,Mumbai,Thane Auto Care,Polo,7.4,97180,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,3790,3280,8340,4.5,4.2,No,9,Credit Card
SRV-00238,2025-07-10,Jul,Mumbai,Navi Mumbai Workshop,Virtus,7.2,112112,Scheduled Maintenance,Engine,Out of Warranty,7530,2870,12270,9.6,4.6,No,5,Credit Card
SRV-00239,2025-12-26,Dec,Nagpur,Wardha Road Auto Care,Taigun,6.3,108262,Scheduled Maintenance,General Service,Out of Warranty,3290,2990,7410,6.2,4.4,No,7,Credit Card
SRV-00240,2025-10-22,Oct,Pune,Wakad Service Hub,Polo,6.2,87415,Scheduled Maintenance,Engine,Out of Warranty,6040,2520,10100,10.9,4.3,No,3,UPI
SRV-00241,2025-08-19,Aug,Nagpur,Hingna Service Hub,Virtus,1.7,15753,Inspection,General Service,Under Warranty,350,1160,1780,1.0,4.5,No,7,UPI
SRV-00242,2025-02-12,Feb,Pune,Baner Auto Care,Virtus,3.9,69998,Emergency,General Service,Out of Warranty,20490,4050,28960,22.8,3.9,No,5,Debit Card
SRV-00243,2025-08-17,Aug,Nashik,Ambad Service Hub,Taigun,2.4,17126,Scheduled Maintenance,Brakes,Under Warranty,2520,1380,4600,6.2,4.5,No,5,Cash
SRV-00244,2025-06-12,Jun,Pune,Hadapsar Workshop,Taigun,3.8,30458,Scheduled Maintenance,Electrical,Out of Warranty,5480,2670,9620,6.2,5.0,No,7,Credit Card
SRV-00245,2025-06-17,Jun,Pune,Wakad Service Hub,Vento,5.2,82230,Inspection,General Service,Out of Warranty,1360,1950,3910,1.0,3.8,Yes,3,Cash
SRV-00246,2025-11-17,Nov,Mumbai,Andheri Service Hub,Taigun,2.3,29695,Emergency,Tyres/Suspension,Under Warranty,5150,3860,10630,18.2,3.2,Yes,8,Credit Card
SRV-00247,2025-06-11,Jun,Nagpur,Hingna Service Hub,Polo,7.3,81265,Recall,General Service,Out of Warranty,830,900,2040,4.5,5.0,No,5,Cash
SRV-00248,2025-12-14,Dec,Nashik,Ambad Service Hub,Virtus,0.7,15930,Inspection,General Service,Under Warranty,450,720,1380,6.7,5.0,No,5,Credit Card
SRV-00249,2025-07-07,Jul,Nashik,College Road Auto Care,Polo,5.2,45505,Scheduled Maintenance,General Service,Out of Warranty,4390,2250,7840,2.7,4.2,No,13,UPI
SRV-00250,2025-05-21,May,Pune,Baner Auto Care,Virtus,1.6,27885,Inspection,Air Conditioning,Under Warranty,430,830,1490,5.4,4.3,No,9,Debit Card
SRV-00251,2025-07-16,Jul,Pune,Baner Auto Care,Virtus,3.9,73006,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,3510,2380,6950,5.4,4.4,No,3,Debit Card
SRV-00252,2025-01-15,Jan,Pune,Hadapsar Workshop,Virtus,2.7,30013,Inspection,Tyres/Suspension,Under Warranty,610,1090,2010,5.1,3.7,Yes,5,Credit Card
SRV-00253,2025-05-03,May,Pune,Hadapsar Workshop,Taigun,1.6,18854,Scheduled Maintenance,General Service,Under Warranty,1090,1610,3190,5.4,4.7,No,8,Cash
SRV-00254,2025-08-06,Aug,Pune,Hadapsar Workshop,Taigun,1.2,16294,Recall,Engine,Under Warranty,340,580,1090,7.2,4.5,No,3,UPI
SRV-00255,2025-11-27,Nov,Pune,Wakad Service Hub,Tiguan,7.7,103488,Repair,Engine,Out of Warranty,17790,5330,27280,21.6,4.1,No,5,Cash
SRV-00256,2025-02-18,Feb,Nagpur,Wardha Road Auto Care,Taigun,3.8,48199,Repair,Engine,Under Warranty,7910,3490,13450,18.4,3.8,No,6,UPI
SRV-00257,2025-07-14,Jul,Pune,Wakad Service Hub,Tiguan,5.7,87959,Repair,Tyres/Suspension,Out of Warranty,16660,6260,27050,16.6,4.6,No,6,UPI
SRV-00258,2025-09-25,Sep,Mumbai,Navi Mumbai Workshop,Polo,7.3,104935,Repair,Tyres/Suspension,Out of Warranty,13370,4990,21660,16.3,3.3,No,8,UPI
SRV-00259,2025-02-23,Feb,Nagpur,Wardha Road Auto Care,Polo,6.1,102515,Repair,Tyres/Suspension,Out of Warranty,11050,5800,19880,16.2,4.4,No,3,Credit Card
SRV-00260,2025-07-28,Jul,Nagpur,Wardha Road Auto Care,Taigun,0.1,9129,Scheduled Maintenance,General Service,Under Warranty,1130,1430,3020,5.9,5.0,No,9,Credit Card
SRV-00261,2025-03-13,Mar,Mumbai,Thane Auto Care,Vento,3.6,50500,Inspection,General Service,Out of Warranty,930,2270,3780,1.0,5.0,No,4,Debit Card
SRV-00262,2025-01-11,Jan,Nashik,Ambad Service Hub,Vento,11.2,145414,Scheduled Maintenance,General Service,Out of Warranty,2780,2290,5980,6.5,3.7,No,2,Net Banking
SRV-00263,2025-07-15,Jul,Nagpur,Hingna Service Hub,Polo,8.7,107868,Emergency,Brakes,Out of Warranty,13010,8550,25440,22.1,4.1,No,6,UPI
SRV-00264,2025-06-29,Jun,Pune,Wakad Service Hub,Taigun,0.1,7513,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,8950,1880,12780,1.1,4.9,No,11,UPI
SRV-00265,2025-04-28,Apr,Pune,Hadapsar Workshop,Vento,4.0,51299,Inspection,General Service,Under Warranty,250,800,1240,1.5,5.0,No,4,Credit Card
SRV-00266,2025-07-07,Jul,Mumbai,Navi Mumbai Workshop,Tiguan,5.8,78729,Repair,Electrical,Out of Warranty,20630,5560,30900,19.6,3.9,No,2,Credit Card
SRV-00267,2025-10-25,Oct,Mumbai,Navi Mumbai Workshop,Vento,4.9,86094,Inspection,General Service,Under Warranty,340,1010,1590,4.4,4.6,No,1,UPI
SRV-00268,2025-02-04,Feb,Pune,Baner Auto Care,Virtus,7.5,52538,Scheduled Maintenance,General Service,Out of Warranty,3710,2560,7400,2.8,4.7,No,9,Debit Card
SRV-00269,2025-08-29,Aug,Pune,Wakad Service Hub,Vento,8.7,116328,Scheduled Maintenance,Brakes,Out of Warranty,3710,2430,7250,6.3,4.8,No,6,Credit Card
SRV-00270,2025-08-12,Aug,Nagpur,Hingna Service Hub,Virtus,0.4,9415,Recall,General Service,Under Warranty,320,530,1000,2.1,4.8,No,8,Debit Card
SRV-00271,2025-07-20,Jul,Pune,Wakad Service Hub,Tiguan,0.8,9683,Scheduled Maintenance,Brakes,Under Warranty,2000,1680,4340,6.1,5.0,No,1,Net Banking
SRV-00272,2025-06-30,Jun,Pune,Baner Auto Care,Vento,6.4,91376,Scheduled Maintenance,General Service,Out of Warranty,3500,2370,6930,4.1,4.8,No,4,UPI
SRV-00273,2025-09-30,Sep,Pune,Baner Auto Care,Tiguan,3.2,45759,Repair,Air Conditioning,Out of Warranty,20990,3340,28710,13.9,4.1,No,4,UPI
SRV-00274,2025-04-13,Apr,Pune,Hadapsar Workshop,Taigun,5.5,75671,Repair,Engine,Out of Warranty,21780,5580,32280,19.4,4.1,No,6,UPI
SRV-00275,2025-11-28,Nov,Mumbai,Thane Auto Care,Taigun,0.4,3507,Recall,General Service,Under Warranty,250,630,1040,3.1,5.0,No,8,UPI
SRV-00276,2025-11-09,Nov,Pune,Hadapsar Workshop,Virtus,1.2,22248,Scheduled Maintenance,Engine,Under Warranty,1930,1320,3840,12.4,4.5,No,4,Debit Card
SRV-00277,2025-06-07,Jun,Mumbai,Andheri Service Hub,Vento,3.5,33287,Repair,Brakes,Out of Warranty,7340,4800,14330,14.9,5.0,No,7,Credit Card
SRV-00278,2025-05-23,May,Pune,Baner Auto Care,Polo,4.4,63350,Repair,Engine,Out of Warranty,15750,5770,25390,18.6,4.3,No,2,UPI
SRV-00279,2025-12-19,Dec,Nagpur,Hingna Service Hub,Polo,10.3,157471,Repair,Engine,Out of Warranty,15660,4110,23330,20.5,4.3,No,5,UPI
SRV-00280,2025-03-07,Mar,Mumbai,Navi Mumbai Workshop,Virtus,5.8,78235,Scheduled Maintenance,General Service,Out of Warranty,5190,3640,10420,4.1,4.9,No,5,UPI
SRV-00281,2025-08-14,Aug,Pune,Baner Auto Care,Tiguan,2.8,34445,Recall,General Service,Under Warranty,410,400,960,4.8,4.8,No,5,Cash
SRV-00282,2025-11-07,Nov,Pune,Baner Auto Care,Polo,1.9,25461,Scheduled Maintenance,General Service,Under Warranty,710,1400,2490,2.8,4.9,No,4,Credit Card
SRV-00283,2025-10-30,Oct,Mumbai,Andheri Service Hub,Virtus,2.7,29165,Repair,General Service,Under Warranty,2680,3040,6750,14.4,3.9,No,2,Cash
SRV-00284,2025-07-17,Jul,Pune,Wakad Service Hub,Vento,5.1,56239,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,2730,2410,6070,7.4,4.1,No,3,Credit Card
SRV-00285,2025-04-04,Apr,Pune,Wakad Service Hub,Taigun,0.4,3087,Recall,Tyres/Suspension,Under Warranty,250,420,790,13.1,4.1,No,3,Debit Card
SRV-00286,2025-08-22,Aug,Pune,Hadapsar Workshop,Polo,9.2,99979,Repair,Electrical,Out of Warranty,9310,6270,18380,13.3,3.5,Yes,6,Cash
SRV-00287,2025-08-24,Aug,Nashik,College Road Auto Care,Polo,5.2,77272,Repair,Brakes,Out of Warranty,13940,4370,21610,13.0,4.5,No,7,UPI
SRV-00288,2025-12-05,Dec,Pune,Wakad Service Hub,Taigun,0.5,12428,Scheduled Maintenance,General Service,Under Warranty,1600,2060,4320,1.0,4.5,No,8,Credit Card
SRV-00289,2025-06-29,Jun,Pune,Wakad Service Hub,Vento,8.7,99507,Repair,Brakes,Out of Warranty,17960,5960,28230,18.4,4.0,No,6,UPI
SRV-00290,2025-04-30,Apr,Nashik,Ambad Service Hub,Taigun,2.2,40426,Repair,General Service,Under Warranty,3180,2220,6370,11.0,4.7,No,3,Debit Card
SRV-00291,2025-08-13,Aug,Nagpur,Hingna Service Hub,Taigun,2.3,25028,Emergency,Brakes,Out of Warranty,28730,6030,41020,25.0,4.2,No,6,UPI
SRV-00292,2025-09-23,Sep,Pune,Hadapsar Workshop,Tiguan,4.1,48916,Inspection,Brakes,Under Warranty,810,1580,2820,6.5,4.6,No,1,Net Banking
SRV-00293,2025-04-10,Apr,Pune,Wakad Service Hub,Taigun,0.1,500,Scheduled Maintenance,Brakes,Out of Warranty,5570,2420,9430,5.7,4.4,No,7,Credit Card
SRV-00294,2025-01-03,Jan,Mumbai,Navi Mumbai Workshop,Taigun,5.0,56459,Scheduled Maintenance,General Service,Under Warranty,930,1130,2430,3.6,4.4,No,4,UPI
SRV-00295,2025-05-09,May,Nashik,College Road Auto Care,Virtus,2.4,29697,Scheduled Maintenance,Air Conditioning,Under Warranty,1010,1820,3340,7.0,4.8,No,8,Debit Card
SRV-00296,2025-08-20,Aug,Nagpur,Wardha Road Auto Care,Tiguan,0.7,23566,Inspection,Brakes,Under Warranty,610,1130,2050,1.8,5.0,No,7,UPI
SRV-00297,2025-03-16,Mar,Pune,Hadapsar Workshop,Virtus,3.8,40749,Inspection,General Service,Out of Warranty,1380,1350,3220,1.0,4.9,No,9,UPI
SRV-00298,2025-06-09,Jun,Mumbai,Navi Mumbai Workshop,Taigun,0.3,9868,Scheduled Maintenance,General Service,Under Warranty,1050,970,2380,4.4,4.6,No,4,Debit Card
SRV-00299,2025-05-05,May,Pune,Wakad Service Hub,Virtus,3.8,45602,Scheduled Maintenance,Brakes,Out of Warranty,5870,3690,11280,5.7,4.5,No,8,UPI
SRV-00300,2025-12-05,Dec,Nagpur,Wardha Road Auto Care,Virtus,5.1,88193,Repair,Electrical,Out of Warranty,11580,4090,18490,15.5,4.3,No,12,Cash
SRV-00301,2025-10-01,Oct,Nagpur,Wardha Road Auto Care,Vento,8.2,69545,Repair,General Service,Out of Warranty,10050,5870,18790,10.4,4.6,No,16,UPI
SRV-00302,2025-09-19,Sep,Pune,Wakad Service Hub,Virtus,3.8,59948,Scheduled Maintenance,General Service,Under Warranty,950,1920,3390,5.1,4.6,No,5,Credit Card
SRV-00303,2025-08-21,Aug,Pune,Hadapsar Workshop,Polo,8.7,69193,Emergency,Tyres/Suspension,Out of Warranty,16450,7530,28300,28.0,4.5,No,6,UPI
