vehicle_id,vehicle_age_years,mileage_km,service_gap_months,engine_alerts,brake_wear_percent,avg_monthly_distance_km,warranty_claims,customer_complaints,repair_cost_last_year,battery_voltage,driving_pattern,fuel_type,region,transmission,service_center_type,service_risk
VH100896,8.3,64025,9.0,2,34.6,1556,3,1,14333.0,,City,Petrol,South,Automatic,Authorized,High Risk
VH100897,3.7,27440,15.0,2,38.6,1715,0,2,,Normal,Mixed,Electric,East,Manual,Authorized,Low Risk
VH100898,3.2,58351,8.0,3,41.8,2074,1,1,,Low,Mixed,CNG,South,Manual,Authorized,High Risk
VH100899,6.8,67923,5.0,1,58.9,1942,1,1,8760.0,Normal,City,CNG,East,Manual,Authorized,Low Risk
VH100900,1.4,22927,8.0,2,37.0,2459,0,2,6797.0,Normal,City,Diesel,West,Manual,Authorized,Low Risk
VH100901,6.6,82794,3.0,5,63.0,1883,1,0,10390.0,Normal,City,Petrol,East,Automatic,Authorized,Low Risk
VH100902,5.8,92864,3.0,4,91.9,902,1,2,5426.0,Normal,Mixed,Electric,West,Manual,Authorized,Low Risk
VH100903,5.1,50303,13.0,1,23.0,1691,1,0,7888.0,,Highway,Electric,West,Manual,Independent,Low Risk
VH100904,9.8,104235,18.0,3,62.9,1619,0,5,15755.0,Normal,Highway,CNG,North,Automatic,Authorized,High Risk
VH100905,3.8,22131,6.0,0,23.5,2249,2,0,8144.0,Normal,City,CNG,West,Manual,Independent,Low Risk
VH100906,11.1,123599,14.0,3,98.0,747,0,3,14093.0,Normal,City,Electric,South,Automatic,Authorized,High Risk
VH100907,4.9,46983,2.0,2,59.9,1540,2,2,10892.0,Normal,Mixed,Diesel,West,Automatic,Authorized,Low Risk
VH100908,2.1,13011,2.0,0,35.4,896,1,4,4944.0,Normal,Highway,Petrol,North,Automatic,Independent,Low Risk
VH100909,5.7,28704,16.0,5,21.2,1517,1,6,17112.0,Normal,City,Diesel,West,Manual,Authorized,High Risk
VH100910,2.6,12833,11.0,2,13.7,1138,0,0,6163.0,Normal,City,Diesel,West,Automatic,Independent,Low Risk
VH100911,3.5,51375,8.0,2,33.4,1499,1,1,1614.0,Normal,City,CNG,East,Automatic,Authorized,Low Risk
VH100912,6.6,133066,20.0,2,79.3,517,1,3,9723.0,Normal,City,Diesel,North,Automatic,Authorized,High Risk
VH100913,7.0,54852,7.0,2,60.9,1662,0,1,10583.0,Normal,City,Diesel,North,Automatic,Authorized,High Risk
VH100914,3.8,20378,4.0,2,22.6,1357,2,4,9078.0,Normal,Mixed,Electric,South,Manual,Independent,Low Risk
VH100915,8.2,98828,3.0,4,67.7,1329,1,0,8975.0,Normal,City,Diesel,East,Manual,Authorized,Low Risk
VH100916,8.6,131652,8.0,4,95.7,2264,1,2,13241.0,Low,City,Petrol,North,Automatic,Authorized,High Risk
VH100917,9.4,97913,9.0,3,50.1,1051,1,0,16488.0,Low,Highway,Diesel,West,Manual,Independent,High Risk
VH100918,6.9,69055,7.0,1,52.9,1428,3,1,8627.0,Normal,City,Petrol,East,Manual,Authorized,High Risk
VH100919,9.2,130475,14.0,3,74.4,1302,0,1,12552.0,Normal,City,Petrol,North,Manual,Authorized,High Risk
VH100920,0.5,7921,17.0,3,15.2,1353,0,2,11800.0,Normal,Mixed,Diesel,West,Automatic,Authorized,Low Risk
VH100921,4.6,41362,6.0,1,30.5,2405,1,0,3466.0,Normal,City,Electric,West,Automatic,Authorized,Low Risk
VH100922,3.2,34456,2.0,2,26.1,1283,1,0,10826.0,Normal,Mixed,Petrol,West,Automatic,Authorized,Low Risk
VH100923,5.8,81058,10.0,4,61.5,955,2,2,14988.0,Normal,City,Petrol,East,Manual,Authorized,High Risk
VH100924,4.0,53315,16.0,3,46.1,2223,2,2,8129.0,Low,City,Diesel,East,Manual,Independent,Low Risk
VH100925,5.1,65072,6.0,2,47.7,1090,2,0,8485.0,Normal,City,Diesel,North,Manual,Authorized,Low Risk
VH100926,10.6,169914,11.0,2,98.0,415,0,3,13423.0,Low,Highway,Petrol,South,Automatic,Authorized,High Risk
VH100927,5.0,95420,4.0,3,57.5,865,2,1,10332.0,Normal,City,Petrol,East,Manual,Authorized,Low Risk
VH100928,6.6,58104,9.0,2,53.8,602,0,1,8037.0,Low,Mixed,Diesel,South,Automatic,Authorized,Low Risk
VH100929,4.9,45284,11.0,1,36.9,314,1,1,5790.0,Normal,City,Electric,South,Manual,Authorized,Low Risk
VH100930,5.7,86826,10.0,4,56.9,1061,2,1,10493.0,Normal,Highway,Petrol,East,Automatic,Authorized,High Risk
VH100931,5.5,37875,23.0,1,26.3,1213,0,0,6665.0,Normal,City,Diesel,West,Manual,Independent,Low Risk
VH100932,6.7,107893,,0,71.3,1864,0,0,6536.0,Normal,City,CNG,West,Automatic,Authorized,Low Risk
VH100933,8.6,91222,12.0,6,85.3,1577,0,1,9569.0,Normal,Highway,Petrol,South,Automatic,Independent,High Risk
VH100934,9.9,138174,15.0,4,90.1,1554,3,1,15722.0,Low,City,CNG,South,Automatic,Independent,High Risk
VH100935,6.3,79596,9.0,2,45.6,786,1,2,7982.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH100936,7.1,75401,8.0,2,66.0,1710,1,1,4416.0,Normal,Highway,Petrol,West,Manual,Independent,Low Risk
VH100937,2.4,37770,6.0,4,29.8,1973,0,4,7540.0,Low,Mixed,Petrol,South,Automatic,Independent,Low Risk
VH100938,5.3,74786,4.0,4,58.7,1455,1,2,10051.0,Low,Mixed,Petrol,North,Automatic,Authorized,High Risk
VH100939,8.0,119067,19.0,0,73.5,1470,1,0,12781.0,,City,CNG,East,Manual,Authorized,High Risk
VH100940,7.8,111458,24.0,3,90.0,592,0,1,10544.0,Normal,City,Diesel,East,Manual,Authorized,High Risk
VH100941,6.1,78501,8.0,3,51.1,1798,1,2,12877.0,Low,City,CNG,North,Manual,Authorized,High Risk
VH100942,7.9,105780,8.0,6,88.1,2176,0,6,20535.0,,City,Diesel,South,Automatic,Independent,High Risk
VH100943,6.8,60588,11.0,3,,1418,0,1,9360.0,Normal,City,Petrol,South,Automatic,Authorized,High Risk
VH100944,8.7,131285,7.0,2,83.7,941,0,0,11678.0,Low,City,Electric,West,Manual,Authorized,High Risk
VH100945,6.3,104230,4.0,3,87.3,1166,2,0,16452.0,Normal,City,CNG,North,Automatic,Authorized,High Risk
VH100946,4.5,82641,3.0,1,,1031,0,0,7533.0,Normal,Highway,Petrol,North,Manual,Independent,Low Risk
VH100947,6.4,88851,23.0,4,88.3,1063,2,2,13456.0,Normal,City,CNG,East,Manual,Authorized,High Risk
VH100948,0.5,5000,2.0,3,13.8,1587,0,2,4397.0,Low,City,CNG,East,Automatic,Authorized,Low Risk
VH100949,6.5,92136,10.0,2,68.0,1395,0,1,12049.0,Low,City,Diesel,West,Manual,Authorized,High Risk
VH100950,0.5,6751,3.0,0,38.7,1772,0,0,1823.0,Normal,City,Petrol,East,Manual,Independent,Low Risk
VH100951,0.8,5000,8.0,0,8.0,1443,2,2,0.0,Normal,,Petrol,South,Manual,Authorized,Low Risk
VH100952,6.7,103760,6.0,2,53.6,801,3,2,8893.0,Normal,City,Electric,West,Manual,Authorized,High Risk
VH100953,6.8,92735,3.0,5,56.8,990,2,3,10084.0,Low,City,Diesel,North,Manual,Authorized,High Risk
VH100954,2.4,20947,12.0,2,34.6,957,0,0,6519.0,Normal,Mixed,CNG,East,Manual,Authorized,Low Risk
VH100955,3.6,41886,4.0,6,19.6,1153,0,1,9306.0,Low,City,Electric,North,Manual,Authorized,Low Risk
VH100956,9.2,94865,3.0,3,73.3,2183,1,0,15060.0,Normal,City,Petrol,South,Automatic,Independent,Low Risk
VH100957,4.2,53762,12.0,2,49.7,2267,0,2,7923.0,Normal,Mixed,Electric,South,Manual,Independent,High Risk
VH100958,11.6,139685,,6,98.0,1685,1,1,15446.0,,Highway,Diesel,South,Automatic,Authorized,High Risk
VH100959,5.5,38525,5.0,1,46.9,1312,0,0,6124.0,Normal,,Diesel,North,Automatic,Independent,Low Risk
VH100960,6.6,44288,13.0,4,42.6,542,0,2,14426.0,Normal,Mixed,Petrol,North,Manual,,High Risk
VH100961,9.9,109478,4.0,3,89.8,1364,1,4,17834.0,Normal,Highway,Petrol,East,Manual,Authorized,High Risk
VH100962,5.9,70673,2.0,2,59.2,839,0,0,6422.0,Normal,City,Petrol,North,Manual,Authorized,Low Risk
VH100963,2.8,39691,16.0,1,31.0,2098,0,2,1758.0,Normal,Highway,Petrol,West,Automatic,Authorized,Low Risk
VH100964,5.2,45775,21.0,1,26.8,415,2,0,13673.0,Low,City,Petrol,North,Automatic,Authorized,High Risk
VH100965,5.4,56138,7.0,1,38.9,1450,3,0,7579.0,Normal,Highway,Petrol,South,Manual,Authorized,Low Risk
VH100966,1.8,10450,1.0,0,19.4,795,0,0,3413.0,Normal,Mixed,Diesel,North,Manual,Authorized,Low Risk
VH100967,4.8,44194,7.0,7,40.5,1245,1,2,12204.0,Normal,City,Electric,South,Manual,Independent,Low Risk
VH100968,3.5,42908,13.0,3,14.4,1596,0,1,9089.0,Normal,Mixed,Petrol,West,Automatic,Authorized,Low Risk
VH100969,8.0,105381,15.0,3,70.1,1781,0,2,17938.0,Low,Highway,Petrol,South,Manual,Authorized,High Risk
VH100970,5.6,58826,4.0,2,47.0,1218,0,0,9854.0,Low,City,Diesel,East,Manual,Authorized,High Risk
VH100971,4.7,36566,7.0,3,40.3,1646,1,1,12888.0,Low,Mixed,Diesel,North,Automatic,Independent,Low Risk
VH100972,5.2,62232,9.0,2,66.5,906,2,0,8773.0,Normal,Highway,Diesel,South,Automatic,Authorized,High Risk
VH100973,6.1,83429,13.0,1,62.4,1378,0,2,4957.0,Normal,City,Electric,South,Manual,Authorized,Low Risk
VH100974,7.2,118383,12.0,3,69.8,1771,0,0,9544.0,Normal,Highway,Petrol,South,Manual,Independent,Low Risk
VH100975,2.8,21803,11.0,4,8.0,1423,0,1,5443.0,Normal,City,Diesel,North,Manual,Authorized,Low Risk
VH100976,2.7,37234,15.0,1,42.2,975,1,1,5877.0,Normal,City,Electric,South,Automatic,,Low Risk
VH100977,8.5,69972,8.0,3,43.3,1105,2,3,16816.0,Normal,Highway,Diesel,North,Manual,Authorized,High Risk
VH100978,4.4,54350,19.0,3,53.7,1778,1,2,9725.0,Normal,Mixed,Diesel,North,Manual,Independent,High Risk
VH100979,1.7,32418,6.0,1,47.4,682,0,3,3295.0,Normal,Highway,Electric,North,Manual,Authorized,Low Risk
VH100980,6.7,87962,12.0,1,45.9,759,0,0,6253.0,Normal,Mixed,Petrol,North,Automatic,Independent,Low Risk
VH100981,6.8,117012,6.0,4,85.1,1563,0,2,13757.0,Normal,Mixed,Petrol,West,Automatic,Authorized,High Risk
VH100982,1.4,11850,7.0,2,34.8,1022,1,1,1298.0,Normal,City,Petrol,South,Automatic,Authorized,Low Risk
VH100983,6.1,75368,8.0,4,67.1,494,0,3,8361.0,Normal,,CNG,South,Automatic,Independent,High Risk
VH100984,7.5,78087,6.0,0,34.3,1952,0,1,11131.0,Normal,Mixed,CNG,West,Automatic,Authorized,Low Risk
VH100985,6.5,70885,16.0,3,44.0,678,1,1,10211.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100986,7.2,81265,6.0,2,45.1,1146,1,1,9528.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100987,1.7,9305,8.0,0,24.9,928,0,0,2489.0,Low,Mixed,Diesel,North,Manual,Authorized,Low Risk
VH100988,6.4,97321,11.0,3,72.6,1095,2,2,13333.0,Normal,Mixed,Petrol,South,Automatic,Authorized,High Risk
VH100989,4.7,86806,28.0,2,32.5,790,0,2,8760.0,Normal,Mixed,CNG,North,Automatic,Authorized,Low Risk
VH100990,4.2,42490,12.0,2,34.3,1621,0,0,5402.0,Low,City,Petrol,East,Automatic,Authorized,Low Risk
VH100991,7.9,116682,8.0,1,87.6,1308,1,0,7597.0,Normal,Mixed,CNG,West,Manual,Authorized,Low Risk
VH100992,9.5,92041,2.0,3,66.8,1761,2,2,13176.0,Low,City,Diesel,South,Automatic,Independent,High Risk
VH100993,10.3,143541,7.0,2,95.4,933,0,3,14237.0,Normal,Mixed,Petrol,North,Manual,Authorized,High Risk
VH100994,9.0,89133,5.0,3,59.5,2359,0,3,13236.0,Low,Highway,Diesel,West,Automatic,Authorized,High Risk
VH100995,5.2,84665,7.0,2,49.4,260,0,0,8282.0,Low,Mixed,Diesel,East,Manual,Authorized,Low Risk
VH100996,6.5,106832,6.0,3,73.2,426,2,4,11248.0,Normal,Mixed,Petrol,East,Manual,Authorized,High Risk
VH100997,7.6,103994,11.0,4,72.3,2162,1,0,13224.0,Low,City,Petrol,West,Manual,,High Risk
VH100998,5.8,40549,7.0,2,43.3,1497,1,0,6723.0,Normal,Mixed,CNG,West,Manual,Authorized,Low Risk
VH100999,5.9,59167,4.0,0,54.5,1428,0,2,10353.0,Normal,Highway,Diesel,East,Manual,Authorized,High Risk
VH101000,7.7,104280,14.0,2,72.9,1474,1,1,9387.0,Normal,City,Diesel,West,Automatic,,High Risk
VH101001,5.3,75777,3.0,3,,1547,0,3,10434.0,Low,City,Petrol,East,Automatic,Authorized,High Risk
VH101002,3.5,55601,8.0,3,40.8,1406,1,3,1807.0,Low,Highway,Diesel,West,Automatic,Authorized,Low Risk
VH101003,4.4,68214,7.0,0,36.0,748,0,0,4771.0,Low,City,Diesel,North,Automatic,Authorized,Low Risk
VH101004,7.2,122650,10.0,4,87.4,1675,1,1,9461.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH101005,5.5,99882,16.0,4,70.9,1594,0,1,8317.0,Normal,Highway,Petrol,North,Automatic,Independent,High Risk
VH101006,6.4,90151,28.0,4,,1993,0,2,20011.0,Normal,City,Diesel,West,Manual,Independent,High Risk
VH101007,7.3,113301,8.0,2,63.0,2167,0,0,11368.0,Low,City,Diesel,North,Manual,Independent,High Risk
VH101008,4.5,65130,5.0,0,69.9,1422,0,0,9473.0,Low,Mixed,Petrol,East,Automatic,Authorized,Low Risk
VH101009,7.5,100148,5.0,0,77.5,612,0,0,,Low,City,CNG,West,Manual,Authorized,High Risk
VH101010,6.5,89488,5.0,3,60.5,2172,1,6,14246.0,Low,Highway,Petrol,South,Automatic,Independent,High Risk
VH101011,2.2,28434,10.0,3,,721,2,2,6593.0,Normal,City,CNG,West,Manual,Independent,Low Risk
VH101012,9.4,157221,1.0,2,98.0,1426,4,2,17600.0,Low,Mixed,Petrol,South,Manual,,High Risk
VH101013,4.1,60845,3.0,1,35.7,1116,0,1,,Normal,City,Diesel,West,Manual,Authorized,Low Risk
VH101014,1.0,33302,10.0,4,57.4,1026,1,4,7532.0,Low,Mixed,Diesel,South,Automatic,Authorized,High Risk
VH101015,2.7,36399,14.0,3,27.5,1647,2,3,8523.0,Normal,Mixed,Diesel,South,Manual,Authorized,High Risk
VH101016,2.7,28864,14.0,1,49.0,1377,0,1,4742.0,Normal,Mixed,Electric,East,Manual,Authorized,Low Risk
VH101017,5.6,86737,9.0,4,60.2,1517,1,1,11707.0,Low,Highway,Petrol,East,Automatic,Authorized,Low Risk
VH101018,4.8,86496,13.0,1,79.4,826,2,0,6930.0,Normal,Highway,Petrol,West,Manual,Independent,High Risk
VH101019,4.6,59844,16.0,0,39.2,1159,0,3,6861.0,Normal,City,Petrol,West,Manual,Authorized,High Risk
VH101020,7.2,61715,6.0,1,,850,2,1,14798.0,Normal,Highway,Diesel,West,Automatic,Independent,Low Risk
VH101021,6.4,78981,15.0,2,66.7,1146,0,0,5903.0,Normal,Highway,CNG,South,Manual,Authorized,High Risk
VH101022,6.4,110215,2.0,0,82.5,1188,0,1,10916.0,Normal,Highway,Petrol,West,Automatic,Authorized,Low Risk
VH101023,6.6,64332,3.0,1,61.8,2209,0,1,7512.0,Normal,City,CNG,South,Manual,Independent,High Risk
VH101024,7.2,43217,6.0,5,32.6,1115,0,3,18293.0,Normal,Highway,Diesel,East,Automatic,Authorized,Low Risk
VH101025,0.5,5000,2.0,4,17.7,200,0,2,5883.0,Normal,City,Electric,West,Automatic,Authorized,Low Risk
VH101026,4.5,52701,11.0,0,57.0,1975,1,0,6871.0,Normal,Highway,Petrol,West,Automatic,Authorized,Low Risk
VH101027,0.5,5000,6.0,3,9.0,1484,2,3,5192.0,Normal,Highway,Electric,North,Automatic,Authorized,Low Risk
VH101028,5.6,72198,7.0,1,60.4,1182,1,2,2252.0,Normal,City,Diesel,North,Automatic,Independent,Low Risk
VH101029,5.5,80584,8.0,4,56.4,1023,1,1,17015.0,Low,Highway,Electric,North,Manual,Independent,High Risk
VH101030,8.3,95564,6.0,4,69.4,758,0,2,10953.0,Normal,City,Diesel,West,Manual,Independent,High Risk
VH101031,8.7,118259,5.0,6,80.6,2258,1,1,17098.0,Normal,Mixed,Petrol,East,Manual,Authorized,High Risk
VH101032,6.0,77404,11.0,6,48.3,1277,0,4,11032.0,Low,Mixed,CNG,South,Manual,,High Risk
VH101033,4.1,60017,6.0,3,44.5,346,1,1,4662.0,Normal,City,Diesel,West,Manual,Authorized,High Risk
VH101034,6.8,93820,8.0,6,67.7,1420,0,3,14464.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH101035,4.1,41630,10.0,2,36.0,1877,0,2,5791.0,Normal,Highway,Diesel,South,Manual,Independent,Low Risk
VH101036,5.5,83756,16.0,1,77.8,1331,0,0,3960.0,Low,Mixed,CNG,West,Manual,Authorized,Low Risk
VH101037,8.2,110367,15.0,4,86.4,781,1,1,13767.0,Normal,City,Diesel,East,Manual,Authorized,High Risk
VH101038,4.0,34885,6.0,4,36.6,735,0,2,5358.0,Low,,Petrol,North,Manual,Independent,Low Risk
VH101039,7.7,99507,5.0,2,60.9,773,2,1,11332.0,Normal,City,CNG,East,Manual,Authorized,Low Risk
VH101040,7.3,99937,18.0,2,,2041,1,0,10163.0,Normal,Mixed,Diesel,South,Automatic,Authorized,High Risk
VH101041,2.9,40467,6.0,0,58.2,1213,2,0,0.0,Normal,City,Petrol,East,Manual,Authorized,Low Risk
VH101042,8.1,107183,11.0,2,62.4,377,0,2,9616.0,Normal,Mixed,Petrol,South,Automatic,Independent,Low Risk
VH101043,7.4,86700,2.0,2,63.4,1450,0,0,12159.0,Low,Highway,Petrol,South,Manual,Authorized,High Risk
VH101044,5.8,67127,1.0,4,55.3,1323,1,2,8317.0,Normal,Mixed,Diesel,West,Manual,Authorized,Low Risk
VH101045,3.4,31555,8.0,4,28.1,1017,1,2,11198.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH101046,3.2,34772,7.0,2,22.3,719,1,1,8265.0,Low,City,Petrol,South,Manual,Authorized,Low Risk
VH101047,4.0,45313,13.0,3,30.5,697,0,1,5593.0,Normal,Highway,Petrol,North,Manual,Authorized,High Risk
VH101048,7.0,113804,5.0,6,71.2,1815,1,1,15261.0,Normal,Mixed,CNG,South,Manual,Independent,High Risk
VH101049,2.9,22731,10.0,2,18.8,1379,0,2,9250.0,Low,Mixed,Diesel,West,Automatic,Independent,Low Risk
VH101050,6.7,92123,12.0,2,79.8,1499,0,5,7225.0,Normal,Highway,Diesel,North,Automatic,Independent,High Risk
VH101051,2.1,27923,5.0,5,29.4,1377,2,4,8981.0,Normal,City,Diesel,West,Manual,Independent,Low Risk
VH101052,4.9,58939,6.0,1,41.0,1420,1,0,10841.0,Normal,Mixed,Petrol,North,Automatic,Authorized,Low Risk
VH101053,5.8,71106,4.0,4,54.7,1006,1,2,8976.0,Normal,City,CNG,North,Automatic,Authorized,Low Risk
VH101054,12.1,87266,13.0,6,69.8,1143,2,0,21359.0,Low,Mixed,Petrol,East,Manual,Authorized,High Risk
VH101055,1.8,30404,11.0,4,27.1,1856,0,2,4667.0,Low,City,Petrol,North,Manual,Authorized,High Risk
VH101056,9.5,114579,12.0,5,87.6,1986,2,1,15785.0,Low,Highway,Petrol,East,Manual,Authorized,High Risk
VH101057,5.9,54788,7.0,0,30.5,615,2,0,8240.0,Low,Mixed,Petrol,East,Automatic,Authorized,Low Risk
VH101058,6.6,103093,11.0,3,84.2,1142,1,0,3496.0,Normal,Highway,Petrol,West,Manual,Independent,Low Risk
VH101059,5.8,98119,1.0,2,68.4,1686,2,0,7510.0,Normal,Highway,Diesel,South,Manual,Authorized,Low Risk
VH101060,6.7,105630,7.0,2,72.2,2229,2,1,11404.0,Normal,City,Petrol,West,Manual,Authorized,High Risk
VH101061,5.1,70655,19.0,2,45.6,2177,2,0,9313.0,Normal,City,Petrol,East,Manual,Independent,High Risk
VH101062,9.4,130194,8.0,3,72.8,836,0,1,12038.0,Normal,City,Diesel,North,Manual,Authorized,Low Risk
VH101063,4.3,59713,14.0,3,28.8,1913,0,0,5585.0,Normal,Highway,Diesel,West,Automatic,Authorized,Low Risk
VH101064,8.6,133865,7.0,4,80.0,1280,1,1,16251.0,Normal,City,Electric,West,Automatic,Authorized,High Risk
VH101065,3.8,59403,17.0,1,53.5,1793,0,2,5138.0,Low,City,Petrol,South,Manual,Authorized,Low Risk
VH101066,5.3,59341,5.0,3,36.4,1660,3,3,11765.0,Low,City,CNG,West,Manual,Authorized,High Risk
VH101067,2.6,24639,10.0,3,10.7,593,0,3,8807.0,Normal,Mixed,Diesel,North,Manual,Independent,Low Risk
VH101068,6.7,89701,5.0,4,53.8,1536,0,3,11098.0,Normal,Mixed,Diesel,East,Manual,Independent,High Risk
VH101069,9.4,77342,9.0,2,52.7,1773,1,0,15892.0,Normal,City,Petrol,West,Automatic,Independent,High Risk
VH101070,5.3,47603,6.0,1,36.6,1240,0,0,5618.0,Low,Mixed,Diesel,South,Automatic,Independent,Low Risk
VH101071,5.0,86224,8.0,2,60.5,1122,1,3,12309.0,Normal,City,Petrol,South,Automatic,Authorized,High Risk
VH101072,2.5,33199,6.0,1,43.8,433,0,0,9228.0,Low,City,Diesel,North,Manual,Independent,Low Risk
VH101073,4.9,76092,12.0,3,70.0,1605,1,1,13020.0,Normal,City,Diesel,West,Automatic,Authorized,High Risk
VH101074,1.2,31080,11.0,2,53.3,1359,0,3,4502.0,Normal,Mixed,Petrol,West,Automatic,Authorized,Low Risk
VH101075,3.0,23621,5.0,1,9.2,770,0,0,13601.0,Normal,City,Petrol,East,Manual,Independent,Low Risk
VH101076,6.1,72528,5.0,1,44.9,1081,2,1,,Normal,City,Electric,South,Automatic,Authorized,Low Risk
VH101077,9.1,67941,4.0,3,59.4,1330,0,2,14211.0,Normal,Mixed,Diesel,North,Automatic,Authorized,Low Risk
VH101078,13.1,129421,4.0,4,80.9,960,1,0,18219.0,Normal,Mixed,Diesel,East,Automatic,Independent,High Risk
VH101079,3.9,55757,12.0,1,54.4,1251,0,3,2645.0,Low,Mixed,Electric,West,Manual,Authorized,High Risk
VH101080,9.4,141560,4.0,3,94.9,340,0,1,17854.0,Low,Mixed,Petrol,West,Manual,,High Risk
VH101081,6.2,75551,10.0,0,73.3,1952,0,1,5248.0,Normal,Highway,Diesel,West,Automatic,Authorized,Low Risk
VH101082,5.1,84571,6.0,2,72.5,1258,0,1,11533.0,Normal,City,CNG,South,Manual,Authorized,Low Risk
VH101083,6.7,83266,14.0,6,71.9,678,0,0,18741.0,Normal,Mixed,Petrol,North,Automatic,Authorized,High Risk
VH101084,5.7,71628,22.0,1,49.3,200,1,0,9811.0,Low,City,Petrol,South,Manual,Authorized,High Risk
VH101085,5.8,89927,1.0,2,62.9,1785,0,3,7006.0,Low,City,CNG,West,Manual,Authorized,Low Risk
VH101086,4.4,64845,5.0,1,46.7,1540,0,2,5619.0,Normal,Mixed,Petrol,South,Automatic,Authorized,Low Risk
VH101087,1.7,12572,6.0,0,8.0,1360,1,2,0.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH101088,1.3,5000,7.0,0,33.0,1699,0,0,2297.0,Normal,City,Petrol,North,Manual,Authorized,Low Risk
VH101089,7.3,91591,7.0,1,73.1,1698,2,0,11889.0,Low,City,CNG,West,Automatic,Authorized,Low Risk
VH101090,4.8,75192,3.0,1,52.0,1351,0,0,6310.0,Low,Mixed,Diesel,South,Automatic,Authorized,High Risk
VH101091,3.9,66318,22.0,2,65.2,1118,0,3,5622.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH101092,5.5,96735,7.0,0,60.8,1033,0,1,5497.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH101093,7.6,94794,11.0,3,46.4,1469,1,0,15979.0,Normal,City,Diesel,South,Automatic,Independent,High Risk
VH101094,6.0,71805,,2,65.0,1976,0,1,9226.0,Normal,Mixed,Diesel,North,Manual,Authorized,High Risk
VH101095,3.7,38636,3.0,3,21.4,1196,0,1,14525.0,Normal,,CNG,South,Automatic,Authorized,Low Risk
VH101096,8.8,73938,6.0,3,52.9,2018,1,1,11344.0,Low,City,Petrol,West,Automatic,Authorized,High Risk
VH101097,9.8,156456,12.0,8,98.0,1444,0,6,21015.0,Normal,City,Diesel,West,Manual,Authorized,High Risk
VH101098,6.8,98482,18.0,1,73.0,1448,2,1,7483.0,Normal,Highway,Diesel,South,Manual,Authorized,High Risk
VH101099,8.1,70395,6.0,2,62.4,2501,1,3,17928.0,Low,City,Diesel,South,Manual,Independent,High Risk
VH101100,8.9,130088,3.0,3,92.7,2109,1,1,13835.0,Normal,Mixed,Diesel,North,Manual,Independent,High Risk
VH101101,8.6,102958,5.0,2,77.2,2123,1,2,18550.0,Low,City,Petrol,North,Automatic,Authorized,Low Risk
VH101102,7.2,115252,6.0,4,,835,1,1,11636.0,Normal,Mixed,Diesel,West,Automatic,Authorized,High Risk
VH101103,7.1,78756,6.0,1,61.0,2390,0,0,14028.0,Normal,Highway,Diesel,North,Automatic,Independent,High Risk
VH101104,6.9,109853,4.0,1,58.5,1207,0,1,9338.0,Normal,Highway,Diesel,East,Automatic,Authorized,Low Risk
VH101105,2.5,34161,3.0,0,50.2,1132,1,1,6427.0,Normal,Mixed,Petrol,West,Automatic,Authorized,Low Risk
VH101106,7.4,85758,4.0,2,46.2,200,1,1,6757.0,Normal,City,Petrol,South,Automatic,Authorized,Low Risk
VH101107,1.8,5000,5.0,0,13.0,1420,1,0,4235.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH101108,3.4,55005,12.0,3,30.1,687,0,3,4889.0,Normal,Highway,Petrol,North,Automatic,Independent,Low Risk
VH101109,9.0,145779,15.0,3,87.0,1462,2,4,14173.0,Low,Mixed,Petrol,South,Manual,Authorized,High Risk
VH101110,7.8,73952,9.0,1,55.2,646,1,1,4911.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH101111,9.5,88450,4.0,4,57.3,2185,1,3,14749.0,Low,City,Petrol,West,Automatic,Authorized,High Risk
VH101112,4.8,75238,6.0,1,68.4,1537,0,3,10576.0,Normal,Mixed,Petrol,North,Manual,Independent,Low Risk
VH101113,2.4,19601,2.0,1,27.4,2436,1,1,6662.0,Normal,City,Electric,West,Manual,Authorized,Low Risk
VH101114,4.9,62848,18.0,1,43.8,718,0,1,3211.0,Normal,,Diesel,North,Manual,Authorized,Low Risk
VH101115,5.8,38835,5.0,3,34.1,2056,1,3,4395.0,Normal,City,Petrol,South,Automatic,Authorized,Low Risk
VH101116,5.7,55652,10.0,1,58.3,313,1,0,9470.0,,Mixed,Diesel,West,Manual,Authorized,Low Risk
VH101117,8.6,119747,14.0,6,90.5,1358,3,1,21800.0,,Highway,Diesel,North,Automatic,Authorized,High Risk
VH101118,4.5,76601,21.0,1,44.0,922,0,0,3715.0,Normal,Highway,Petrol,North,Automatic,Authorized,Low Risk
VH101119,6.5,61950,13.0,3,40.9,1017,0,2,17812.0,Normal,Mixed,Diesel,East,Manual,Independent,High Risk
